Sample 0: Input=[[0 1 0 0] [0 0 1 1] [0 0 1 0] [1 1 0 1]], Label=4
Sample 268: Input=[[0 0 0 1] [0 0 1 1] [0 1 0 1] [0 1 1 0]], Label=5
Sample 269: Input=[[0 0 1 1] [0 0 0 1] [0 1 1 1] [0 0 1 1]], Label=4
Sample 270: Input=[[0 0 0 1] [1 1 0 0] [0 0 1 1] [1 0 0 0]], Label=3
Sample 271: Input=[[1 0 0 1] [1 0 0 1] [0 1 0 1] [0 1 1 1]], Label=4
Sample 272: Input=[[0 1 1 0] [1 0 0 1] [1 0 1 1] [0 0 0 0]], Label=1
Sample 273: Input=[[0 0 1 0] [1 0 1 1] [1 0 0 0] [0 0 0 1]], Label=3
Sample 274: Input=[[1 1 1 1] [1 0 1 1] [1 1 0 0] [0 0 0 0]], Label=0
Sample 275: Input=[[0 1 1 0] [0 0 1 1] [0 0 1 1] [1 0 1 0]], Label=7
Sample 276: Input=[[0 0 1 1] [1 0 0 1] [0 0 1 0] [1 0 1 0]], Label=1
Sample 277: Input=[[1 0 1 0] [0 0 1 1] [0 0 1 1] [1 1 1 0]], Label=6
Sample 278: Input=[[1 1 1 0] [1 1 0 0] [0 1 1 1] [1 0 0 1]], Label=5
Sample 279: Input=[[1 1 1 0] [0 0 1 1] [1 1 0 0] [0 0 0 0]], Label=8
Sample 280: Input=[[1 1 0 1] [1 1 0 0] [0 1 0 0] [0 1 1 1]], Label=4
Sample 281: Input=[[1 1 0 1] [0 0 1 0] [0 0 1 0] [0 0 1 0]], Label=7
Sample 282: Input=[[0 0 1 1] [1 1 1 1] [0 0 0 0] [0 0 1 0]], Label=3
Sample 283: Input=[[1 0 1 0] [1 1 1 0] [0 1 1 1] [0 0 1 1]], Label=6
Sample 284: Input=[[1 1 1 0] [1 1 0 0] [0 0 0 0] [0 0 1 1]], Label=7
Sample 285: Input=[[1 0 0 0] [1 1 1 0] [1 1 0 1] [1 1 1 1]], Label=8
Sample 286: Input=[[0 1 1 0] [0 1 0 0] [0 0 1 0] [0 0 1 0]], Label=4
Sample 287: Input=[[0 1 0 0] [0 0 0 1] [1 0 0 0] [0 1 1 0]], Label=4
Sample 288: Input=[[0 0 0 1] [0 1 0 1] [1 1 1 0] [0 1 0 1]], Label=4
Sample 289: Input=[[0 0 1 0] [0 1 0 0] [1 0 0 1] [1 0 1 0]], Label=2
Sample 290: Input=[[0 1 0 1] [1 0 1 0] [1 1 0 0] [0 1 1 1]], Label=3
Sample 291: Input=[[0 0 1 1] [0 0 0 0] [0 1 0 1] [0 0 1 1]], Label=4
Sample 292: Input=[[0 0 1 1] [1 1 1 1] [1 1 0 0] [0 1 1 0]], Label=2
Sample 293: Input=[[0 0 1 0] [0 0 0 0] [1 1 0 1] [0 1 0 1]], Label=1
Sample 294: Input=[[1 0 1 0] [0 1 0 1] [0 0 0 0] [1 1 0 1]], Label=2
Sample 295: Input=[[0 0 1 0] [1 1 1 0] [1 0 1 1] [0 1 0 1]], Label=6
Sample 296: Input=[[0 1 1 0] [0 0 1 0] [1 0 0 1] [0 1 1 0]], Label=4
Sample 297: Input=[[1 1 1 0] [1 1 1 1] [1 1 0 0] [0 1 1 1]], Label=6
Sample 298: Input=[[0 1 1 0] [0 1 0 1] [0 1 0 0] [1 0 1 0]], Label=2
Sample 299: Input=[[0 1 0 1] [1 1 1 0] [1 1 0 0] [0 1 1 1]], Label=2
Sample 300: Input=[[0 0 1 0] [1 1 0 1] [0 0 1 0] [1 1 1 0]], Label=0
Sample 301: Input=[[0 0 0 1] [0 0 1 1] [0 1 1 1] [0 1 1 1]], Label=6
Sample 302: Input=[[0 1 0 0] [0 0 0 1] [1 0 1 1] [0 1 1 0]], Label=7
Sample 303: Input=[[1 1 1 0] [1 0 0 0] [1 0 1 0] [1 1 0 1]], Label=5
Sample 304: Input=[[1 0 1 0] [0 0 1 0] [0 0 1 0] [0 1 0 0]], Label=2
Sample 305: Input=[[1 0 0 1] [1 1 1 0] [0 1 1 0] [0 1 0 1]], Label=6
Sample 306: Input=[[0 1 1 1] [1 0 0 0] [0 1 0 0] [1 1 1 0]], Label=7
Sample 307: Input=[[1 1 0 0] [0 1 1 0] [1 1 0 1] [1 1 1 0]], Label=1
Sample 308: Input=[[0 0 1 1] [1 1 1 1] [1 1 1 0] [0 0 1 1]], Label=7
Sample 309: Input=[[1 1 0 1] [1 0 0 0] [0 1 1 1] [0 1 1 1]], Label=0
Sample 310: Input=[[0 1 1 1] [1 0 0 1] [0 1 0 1] [0 0 0 1]], Label=0
Sample 311: Input=[[0 0 1 1] [1 1 1 0] [0 0 0 1] [0 1 0 0]], Label=6
Sample 312: Input=[[0 0 0 1] [1 1 0 0] [0 0 0 1] [1 1 0 0]], Label=5
Sample 313: Input=[[1 1 0 1] [1 0 0 1] [0 1 0 1] [1 1 0 0]], Label=7
Sample 314: Input=[[1 1 0 0] [1 1 0 1] [0 1 1 1] [0 0 0 0]], Label=1
Sample 315: Input=[[1 1 0 1] [0 1 0 0] [1 1 0 0] [0 1 0 1]], Label=2
Sample 316: Input=[[1 0 0 0] [0 0 1 0] [1 1 0 1] [1 0 0 1]], Label=6
Sample 317: Input=[[0 0 1 1] [1 0 0 1] [1 1 0 1] [1 1 1 1]], Label=1
Sample 318: Input=[[0 1 0 0] [1 1 0 0] [0 0 1 1] [0 1 0 0]], Label=3
Sample 319: Input=[[1 0 0 1] [1 0 1 1] [0 0 0 0] [1 1 0 0]], Label=6
Sample 320: Input=[[1 1 0 1] [1 1 0 1] [0 1 1 1] [1 1 0 0]], Label=4
Sample 321: Input=[[0 1 0 0] [0 1 1 0] [0 0 1 0] [0 0 0 0]], Label=4
Sample 322: Input=[[1 1 1 0] [0 0 1 1] [1 0 1 1] [1 1 1 0]], Label=8
Sample 323: Input=[[0 1 1 1] [1 0 0 1] [0 0 1 0] [0 0 1 0]], Label=0
Sample 324: Input=[[1 1 0 1] [1 0 1 0] [1 1 1 0] [0 0 0 1]], Label=2
Sample 325: Input=[[1 0 1 1] [0 1 1 1] [0 0 1 1] [0 1 0 1]], Label=7
Sample 326: Input=[[1 1 1 0] [1 1 0 1] [0 1 0 0] [0 0 0 1]], Label=1
Sample 327: Input=[[1 1 0 0] [0 1 0 1] [0 1 1 0] [1 0 1 0]], Label=6
Sample 328: Input=[[1 0 0 1] [1 0 1 0] [1 0 0 1] [1 0 1 0]], Label=1
Sample 329: Input=[[1 1 1 1] [0 1 0 0] [0 0 1 0] [1 0 1 1]], Label=2
Sample 330: Input=[[0 0 0 1] [0 0 0 1] [0 1 0 1] [0 1 0 1]], Label=6
Sample 331: Input=[[0 1 0 0] [0 0 1 1] [1 0 1 1] [0 0 1 1]], Label=0
Sample 332: Input=[[1 0 0 1] [0 1 1 0] [0 0 0 1] [1 0 0 1]], Label=7
Sample 333: Input=[[1 0 1 1] [0 0 0 1] [0 0 1 1] [1 1 1 0]], Label=1
Sample 334: Input=[[1 1 0 1] [0 1 0 1] [0 0 1 1] [1 1 0 0]], Label=0
Sample 335: Input=[[1 0 1 0] [0 0 0 1] [0 1 1 0] [0 1 1 1]], Label=6
Sample 336: Input=[[0 1 0 0] [0 1 1 0] [0 1 0 0] [1 1 1 1]], Label=3
Sample 337: Input=[[1 1 1 0] [0 0 1 1] [0 1 0 0] [0 1 1 1]], Label=7
Sample 338: Input=[[0 0 1 1] [1 1 0 1] [1 0 1 0] [1 1 0 0]], Label=1
Sample 339: Input=[[1 1 0 0] [1 0 0 1] [1 1 1 1] [1 0 1 1]], Label=6
Sample 340: Input=[[0 0 0 0] [0 0 0 1] [1 0 1 0] [0 1 1 0]], Label=5
Sample 341: Input=[[0 1 0 0] [1 0 0 1] [1 1 1 0] [0 1 0 1]], Label=1
Sample 342: Input=[[1 1 1 0] [0 0 1 0] [1 1 1 0] [1 0 1 0]], Label=7
Sample 343: Input=[[0 0 0 1] [1 0 1 0] [0 1 0 0] [0 1 0 1]], Label=2
Sample 344: Input=[[0 1 1 0] [0 0 1 1] [0 1 0 1] [0 1 1 0]], Label=4
Sample 345: Input=[[0 0 0 0] [1 0 0 1] [1 1 1 1] [0 0 0 0]], Label=2
Sample 346: Input=[[0 0 0 1] [0 1 1 0] [1 0 1 1] [1 1 1 0]], Label=3
Sample 347: Input=[[1 0 0 1] [0 0 0 0] [0 1 1 0] [0 0 0 1]], Label=6
Sample 348: Input=[[1 1 0 0] [1 1 0 0] [0 0 0 0] [0 1 1 0]], Label=7
Sample 349: Input=[[0 1 0 1] [1 1 1 1] [0 0 1 0] [0 1 0 1]], Label=1
Sample 350: Input=[[1 1 0 1] [0 1 1 1] [0 0 1 1] [0 1 1 0]], Label=8
Sample 351: Input=[[1 0 0 1] [1 1 1 0] [1 1 0 0] [0 0 1 1]], Label=3
Sample 352: Input=[[1 0 0 1] [0 1 0 0] [1 0 0 0] [1 1 1 1]], Label=0
Sample 353: Input=[[0 1 0 1] [0 0 0 1] [1 1 0 1] [1 1 1 1]], Label=5
Sample 354: Input=[[1 1 1 0] [0 0 0 1] [0 0 1 0] [1 0 0 0]], Label=1
Sample 355: Input=[[1 0 0 1] [1 0 0 0] [1 1 1 0] [0 0 0 0]], Label=1
Sample 356: Input=[[1 1 1 0] [0 0 0 1] [0 1 0 1] [0 0 0 0]], Label=2
Sample 357: Input=[[1 0 0 1] [0 1 0 0] [0 0 0 1] [1 0 1 0]], Label=3
Sample 358: Input=[[1 0 1 1] [1 1 1 1] [0 1 1 0] [1 0 1 0]], Label=1
Sample 359: Input=[[1 0 1 1] [1 0 1 0] [1 0 0 0] [0 0 1 0]], Label=4
Sample 360: Input=[[1 0 1 1] [0 1 0 1] [0 1 1 0] [0 0 0 1]], Label=7
Sample 361: Input=[[1 0 1 1] [0 1 1 1] [1 1 1 1] [1 1 1 1]], Label=5
Sample 362: Input=[[1 1 0 0] [0 0 1 0] [0 1 1 1] [0 1 0 0]], Label=3
Sample 363: Input=[[1 1 1 1] [1 0 1 0] [0 0 0 0] [0 0 0 0]], Label=3
Sample 364: Input=[[1 1 0 1] [1 0 0 1] [1 0 0 1] [1 0 1 1]], Label=7
Sample 365: Input=[[0 1 1 1] [0 1 0 0] [0 0 0 0] [1 1 1 1]], Label=2
Sample 366: Input=[[1 0 1 1] [1 1 0 1] [0 1 1 0] [1 1 0 0]], Label=3
Sample 367: Input=[[1 0 0 1] [1 0 0 0] [1 1 0 1] [0 1 1 0]], Label=3
Sample 368: Input=[[0 1 0 1] [0 1 1 0] [1 1 1 1] [0 0 1 1]], Label=3
Sample 369: Input=[[0 1 1 0] [0 1 0 0] [0 0 1 1] [0 0 1 1]], Label=1
Sample 370: Input=[[1 0 1 0] [1 0 0 0] [1 0 1 1] [1 0 0 1]], Label=4
Sample 371: Input=[[1 0 0 0] [0 1 0 1] [0 1 1 1] [0 0 1 0]], Label=5
Sample 372: Input=[[0 0 1 1] [0 1 1 0] [1 1 0 0] [1 1 1 0]], Label=5
Sample 373: Input=[[1 1 0 1] [0 1 1 0] [0 1 1 0] [1 0 1 1]], Label=3
Sample 374: Input=[[0 1 1 1] [1 0 1 1] [1 0 1 1] [1 1 1 1]], Label=3
Sample 375: Input=[[0 1 1 1] [1 1 0 0] [0 0 0 0] [1 0 1 0]], Label=4
Sample 376: Input=[[1 0 0 0] [1 1 0 1] [0 1 0 0] [1 0 0 1]], Label=1
Sample 377: Input=[[0 0 0 0] [1 1 1 1] [0 1 1 0] [1 0 0 0]], Label=2
Sample 378: Input=[[0 0 0 1] [0 0 0 1] [1 0 0 0] [1 1 0 0]], Label=1
Sample 379: Input=[[1 0 1 1] [1 1 0 1] [1 0 0 1] [1 1 0 0]], Label=5
Sample 380: Input=[[0 0 0 1] [0 1 0 0] [0 1 1 1] [0 0 1 1]], Label=8
Sample 381: Input=[[1 1 1 1] [0 0 1 1] [0 0 1 0] [1 0 0 0]], Label=4
Sample 382: Input=[[0 1 0 1] [0 1 1 0] [1 1 0 1] [1 1 1 0]], Label=4
Sample 383: Input=[[0 0 0 0] [1 1 1 1] [0 1 1 1] [1 0 1 0]], Label=4
Sample 384: Input=[[1 1 0 0] [1 0 0 1] [1 1 0 0] [0 0 1 1]], Label=2
Sample 385: Input=[[0 1 0 1] [1 1 1 1] [0 0 0 1] [0 0 1 1]], Label=4
Sample 386: Input=[[1 0 0 0] [0 0 0 0] [0 1 0 1] [0 0 0 0]], Label=8
Sample 387: Input=[[1 0 0 0] [0 0 0 0] [1 0 0 1] [1 1 0 0]], Label=2
Sample 388: Input=[[1 1 0 1] [1 0 0 0] [1 1 1 0] [0 0 0 1]], Label=1
Sample 389: Input=[[1 0 0 0] [1 0 0 1] [1 1 0 0] [1 1 0 1]], Label=2
Sample 390: Input=[[1 1 0 0] [0 0 1 1] [0 1 0 0] [1 0 1 0]], Label=4
Sample 391: Input=[[1 0 1 1] [0 1 0 0] [0 0 1 1] [0 0 0 0]], Label=5
Sample 392: Input=[[1 0 1 0] [1 1 0 1] [0 1 1 0] [1 0 1 0]], Label=4
Sample 393: Input=[[1 1 1 1] [0 1 1 1] [1 1 0 1] [1 1 0 1]], Label=6
Sample 394: Input=[[1 0 1 1] [0 1 0 0] [1 0 1 1] [0 1 1 0]], Label=4
Sample 395: Input=[[0 0 1 0] [0 1 1 1] [1 1 0 0] [1 1 0 1]], Label=3
Sample 396: Input=[[0 0 0 1] [1 1 1 0] [0 1 1 0] [1 1 0 0]], Label=8
Sample 397: Input=[[1 1 0 1] [1 0 0 0] [1 1 1 0] [1 0 1 1]], Label=3
Sample 398: Input=[[1 1 0 1] [1 0 0 1] [1 1 0 1] [1 1 1 0]], Label=4
Sample 399: Input=[[1 0 0 1] [0 0 1 1] [0 0 1 0] [0 0 0 1]], Label=3
Sample 400: Input=[[1 1 1 0] [0 0 0 0] [1 1 0 0] [0 0 1 0]], Label=8
Sample 401: Input=[[0 0 1 1] [1 1 0 0] [0 0 1 1] [0 1 0 1]], Label=6
Sample 402: Input=[[0 0 1 0] [1 0 1 1] [1 1 0 1] [1 0 0 1]], Label=4
Sample 403: Input=[[1 1 0 1] [0 1 0 0] [0 1 1 0] [0 0 1 1]], Label=4
Sample 404: Input=[[0 0 1 0] [1 1 1 0] [1 1 1 1] [0 1 0 1]], Label=4
Sample 405: Input=[[0 0 1 1] [0 1 1 0] [0 1 1 0] [0 1 0 0]], Label=0
Sample 406: Input=[[1 0 1 0] [1 1 0 0] [0 1 0 1] [1 1 0 1]], Label=5
Sample 407: Input=[[1 1 0 1] [1 1 0 0] [1 0 0 0] [0 0 0 0]], Label=4
Sample 408: Input=[[1 1 1 1] [0 0 1 1] [1 1 0 1] [0 0 1 0]], Label=6
Sample 409: Input=[[0 1 1 0] [0 1 0 0] [1 0 1 1] [1 1 0 1]], Label=5
Sample 410: Input=[[0 1 0 0] [0 1 1 0] [0 1 0 1] [1 1 1 1]], Label=3
Sample 411: Input=[[0 1 1 0] [1 1 0 0] [0 1 0 1] [1 0 1 0]], Label=7
Sample 412: Input=[[0 0 0 0] [0 0 0 1] [1 1 1 0] [1 0 0 0]], Label=7
Sample 413: Input=[[1 0 0 0] [0 1 0 1] [1 0 0 0] [1 1 0 1]], Label=6
Sample 414: Input=[[0 1 0 0] [0 1 0 0] [1 1 0 1] [0 1 1 0]], Label=0
Sample 415: Input=[[1 1 1 0] [0 1 1 1] [1 1 0 1] [0 0 1 1]], Label=2
Sample 416: Input=[[0 0 1 1] [0 0 0 1] [1 1 0 1] [0 0 1 1]], Label=3
Sample 417: Input=[[1 0 0 1] [0 1 1 1] [0 0 0 1] [1 0 1 1]], Label=0
Sample 418: Input=[[0 0 1 1] [0 0 1 1] [0 0 1 0] [0 0 0 0]], Label=3
Sample 419: Input=[[0 0 0 1] [1 1 1 1] [1 1 1 1] [0 0 1 0]], Label=4
Sample 420: Input=[[1 1 0 0] [1 1 0 0] [0 1 0 1] [1 1 1 1]], Label=7
Sample 421: Input=[[1 1 0 0] [1 0 1 0] [1 0 0 0] [1 1 1 0]], Label=5
Sample 422: Input=[[0 1 0 1] [1 0 0 0] [0 0 1 1] [0 1 0 0]], Label=7
Sample 423: Input=[[1 0 1 1] [0 0 0 0] [0 0 1 0] [1 0 1 0]], Label=3
Sample 424: Input=[[0 1 1 0] [1 1 0 0] [0 1 1 1] [1 1 0 0]], Label=5
Sample 425: Input=[[1 0 0 0] [1 1 1 1] [1 1 1 0] [1 1 1 1]], Label=2
Sample 426: Input=[[0 1 0 1] [1 1 0 1] [1 1 0 0] [0 1 0 1]], Label=1
Sample 427: Input=[[1 1 1 1] [1 1 1 1] [0 1 1 0] [0 0 1 0]], Label=1
Sample 428: Input=[[0 0 1 1] [0 0 1 0] [1 1 0 1] [1 1 0 0]], Label=3
Sample 429: Input=[[0 1 1 0] [1 0 0 1] [1 0 1 0] [1 1 1 1]], Label=4
Sample 430: Input=[[0 1 1 0] [0 0 1 1] [1 0 0 0] [0 1 0 0]], Label=2
Sample 431: Input=[[1 1 0 0] [1 1 0 1] [1 1 0 0] [1 1 0 1]], Label=5
Sample 432: Input=[[0 0 1 0] [0 0 0 0] [0 0 0 1] [0 1 0 0]], Label=6
Sample 433: Input=[[0 0 0 1] [1 0 1 0] [0 1 0 0] [1 1 0 0]], Label=0
Sample 434: Input=[[1 1 1 0] [0 0 1 1] [0 0 1 1] [0 0 0 0]], Label=7
Sample 435: Input=[[1 0 0 1] [1 0 1 0] [0 1 1 0] [0 0 1 1]], Label=5
Sample 436: Input=[[1 0 0 0] [0 1 1 0] [1 0 1 1] [0 1 1 1]], Label=1
Sample 437: Input=[[0 1 1 0] [1 0 1 1] [0 1 1 0] [1 0 1 1]], Label=8
Sample 438: Input=[[1 1 1 0] [0 0 0 1] [0 0 0 1] [1 0 1 1]], Label=7
Sample 439: Input=[[1 1 1 1] [0 0 0 0] [0 0 1 0] [1 1 1 0]], Label=2
Sample 440: Input=[[1 0 0 0] [1 0 0 0] [1 0 0 1] [1 0 0 1]], Label=3
Sample 441: Input=[[0 1 1 1] [1 1 1 0] [0 0 0 0] [1 1 0 1]], Label=6
Sample 442: Input=[[0 1 0 1] [0 1 1 0] [1 1 0 1] [1 0 1 1]], Label=3
Sample 443: Input=[[0 1 1 1] [0 1 1 1] [1 1 0 0] [1 1 1 1]], Label=4
Sample 444: Input=[[0 0 1 0] [1 0 0 0] [1 1 0 0] [1 1 0 0]], Label=1
Sample 445: Input=[[0 0 0 0] [1 0 0 0] [1 1 0 0] [1 1 0 0]], Label=7
Sample 446: Input=[[1 1 1 0] [0 0 0 1] [0 1 0 0] [0 0 1 1]], Label=1
Sample 447: Input=[[1 0 0 0] [1 1 1 0] [0 0 1 1] [0 0 0 0]], Label=0
Sample 448: Input=[[0 0 1 0] [0 1 0 0] [1 0 1 1] [0 0 1 1]], Label=3
Sample 449: Input=[[0 1 0 0] [1 1 1 1] [1 1 0 1] [0 1 1 1]], Label=6
Sample 450: Input=[[1 0 0 1] [0 1 1 0] [0 1 1 0] [1 1 1 1]], Label=4
Sample 451: Input=[[1 1 1 1] [1 1 1 1] [0 1 1 1] [1 1 1 1]], Label=1
Sample 452: Input=[[0 1 0 0] [0 0 1 0] [1 1 1 0] [1 0 1 0]], Label=3
Sample 453: Input=[[1 0 0 0] [0 0 1 1] [0 0 0 1] [1 0 1 0]], Label=0
Sample 454: Input=[[0 0 1 0] [0 1 1 1] [0 1 0 1] [1 0 0 0]], Label=8
Sample 455: Input=[[1 0 1 0] [0 0 0 1] [1 1 0 1] [1 1 0 0]], Label=0
Sample 456: Input=[[0 1 0 0] [0 1 0 1] [0 1 1 1] [1 0 1 0]], Label=3
Sample 457: Input=[[1 1 0 1] [0 0 0 1] [0 1 1 0] [1 1 0 1]], Label=7
Sample 458: Input=[[0 1 1 1] [1 1 1 0] [0 1 0 1] [1 1 0 1]], Label=7
Sample 459: Input=[[0 0 0 1] [1 1 1 1] [0 0 1 0] [1 0 0 0]], Label=7
Sample 460: Input=[[1 1 0 1] [0 0 0 0] [0 0 1 0] [0 1 0 0]], Label=7
Sample 461: Input=[[0 1 0 0] [0 0 1 0] [1 0 1 0] [0 0 0 1]], Label=1
Sample 462: Input=[[0 0 0 1] [0 0 1 0] [1 0 0 0] [0 1 1 1]], Label=1
Sample 463: Input=[[1 0 0 0] [1 1 0 1] [1 1 1 0] [1 0 1 1]], Label=3
Sample 464: Input=[[0 1 1 1] [0 0 1 0] [0 1 1 0] [0 0 0 0]], Label=7
Sample 465: Input=[[1 1 1 1] [1 0 1 0] [0 1 1 1] [1 0 0 0]], Label=3
Sample 466: Input=[[0 0 0 0] [1 1 1 0] [1 1 1 1] [0 1 1 1]], Label=7
Sample 467: Input=[[1 0 0 0] [1 0 1 0] [1 0 0 0] [1 0 0 1]], Label=7
Sample 468: Input=[[1 0 0 0] [1 0 0 1] [0 1 0 1] [1 1 0 0]], Label=7
Sample 469: Input=[[1 0 1 0] [0 1 0 1] [1 0 1 0] [0 1 0 0]], Label=7
Sample 470: Input=[[1 0 1 1] [0 0 0 1] [0 0 1 1] [0 1 0 1]], Label=4
Sample 471: Input=[[1 1 1 0] [1 0 1 1] [0 1 0 0] [0 1 1 0]], Label=8
Sample 472: Input=[[1 0 0 1] [1 1 1 0] [0 1 1 1] [1 1 0 0]], Label=2
Sample 473: Input=[[1 0 0 0] [0 1 0 1] [1 0 1 1] [1 1 0 0]], Label=6
Sample 474: Input=[[0 1 1 0] [0 0 0 1] [0 1 0 0] [0 0 1 1]], Label=2
Sample 475: Input=[[0 0 0 1] [0 0 0 0] [0 1 0 1] [1 1 0 1]], Label=5
Sample 476: Input=[[1 1 1 1] [1 0 1 1] [0 1 0 1] [1 0 0 0]], Label=4
Sample 477: Input=[[0 0 0 0] [0 0 0 0] [1 0 1 1] [1 1 0 1]], Label=8
Sample 478: Input=[[1 1 0 1] [0 0 0 1] [1 0 1 1] [0 1 1 0]], Label=6
Sample 479: Input=[[0 1 0 1] [1 0 0 0] [1 0 1 0] [0 1 1 1]], Label=2
Sample 480: Input=[[0 0 1 1] [0 0 1 0] [0 0 1 0] [0 1 0 0]], Label=7
Sample 481: Input=[[0 1 1 0] [0 1 0 1] [1 1 0 1] [0 1 0 0]], Label=7
Sample 482: Input=[[1 0 1 1] [0 1 0 0] [0 0 0 1] [0 1 1 1]], Label=2
Sample 483: Input=[[0 0 0 1] [0 1 0 1] [1 0 1 1] [0 1 1 0]], Label=1
Sample 484: Input=[[1 0 1 0] [1 0 1 1] [1 1 0 0] [0 1 1 0]], Label=4
Sample 485: Input=[[1 1 1 1] [0 0 0 1] [1 1 1 1] [0 1 0 0]], Label=7
Sample 486: Input=[[0 1 1 1] [1 1 0 0] [1 1 1 0] [1 0 0 0]], Label=7
Sample 487: Input=[[0 0 1 0] [1 0 0 1] [0 0 0 1] [0 1 0 1]], Label=2
Sample 488: Input=[[0 0 1 1] [0 1 1 0] [1 0 0 1] [1 0 1 0]], Label=0
Sample 489: Input=[[1 0 1 0] [0 0 1 1] [1 1 1 0] [0 1 0 0]], Label=7
Sample 490: Input=[[0 1 0 1] [0 0 0 0] [1 0 0 0] [1 1 1 1]], Label=4
Sample 491: Input=[[1 1 1 0] [0 0 0 1] [0 0 0 1] [1 1 1 1]], Label=5
Sample 492: Input=[[0 1 1 1] [0 0 1 0] [0 1 1 0] [0 1 0 1]], Label=6
Sample 493: Input=[[0 0 1 0] [1 0 1 1] [1 0 1 0] [0 0 1 1]], Label=0
Sample 494: Input=[[1 1 0 0] [1 1 1 0] [1 1 0 1] [0 0 1 1]], Label=1
Sample 495: Input=[[1 0 1 0] [0 1 0 1] [1 0 0 0] [0 0 1 0]], Label=7
Sample 496: Input=[[0 1 0 0] [0 0 1 0] [0 0 1 0] [1 1 1 0]], Label=7
Sample 497: Input=[[1 1 1 1] [1 1 0 1] [1 1 1 0] [1 1 0 0]], Label=0
Sample 498: Input=[[1 0 0 1] [0 0 1 1] [0 1 1 1] [0 1 1 0]], Label=6
Sample 499: Input=[[0 1 0 1] [1 0 1 1] [1 0 0 0] [1 1 0 0]], Label=1
